Afrika	África
David Cameron	David Cameron
Saturnus	Saturno (planeta)
Saturnus se ringe	Anéis de Saturno
Sjokolade	Chocolate
Vliegtuig	Avião
Oorlog	Guerra
1 (getal)	Um
Stephen Harper	Stephen Harper
George W. Bush	George W. Bush
Rakfisk	Rakfisk
Reghoek	Retângulo
Letland	Letónia
Oekraïne	Ucrânia
Tsjeggië	República Checa
Slowakye	Eslováquia
Slowenië	Eslovénia
Vilnius	Vilnius
Moldowa	Moldávia
Roemenië	Roménia
Bulgarye	Bulgária
Rome	Roma
Republiek van Masedonië	República da Macedónia
Albanië	Albânia
Groenland	Gronelândia
Kroasië	Croácia
Bosnië en Herzegowina	Bósnia e Herzegovina
Nuuk	Nuuk
Azerbeidjan	Azerbaijão
Andorra	Andorra
Siprus	Chipre
Georgië	Geórgia
Wallonië	Valônia
Kasakstan	Cazaquistão
Malta	Malta
Vlaandere	Flandres
Monaco	Mónaco
Montenegro	Montenegro
Vatikaanstad	Vaticano
San Marino	San Marino
Brussel	Cidade de Bruxelas
Brusselse Hoofstedelike Gewes	Bruxelas
Kuba	Cuba
Belize	Belize
Eiffel-toring	Torre Eiffel
Barbados	Barbados
Volkswagen	Volkswagen
Volkswagen Golf	Volkswagen Golf
Intel	Intel Corporation
Sleutelbord	Teclado (informática)
Java (programmeertaal)	Java (linguagem de programação)
Indonesië	Indonésia
QWERTY-sleutelbord	QWERTY
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Turks	Língua turca
Suid-Afrika	África do Sul
Linkin Park	Linkin Park
Algerië	Argélia
Wikisource	Wikisource
Oesbekistan	Uzbequistão
Sonnedou	Drosera
Poznań	Poznań
Tasjkent	Tashkent
Warskou	Varsóvia
Islay	Islay
Eurovision-sangfees	Festival Eurovisão da Canção
Modena	Módena
Whiskey	Uísque
Wyn	Vinho
Water	Água
Konjak	Cognac (bebida)
Hout	Madeira
Televisie	Televisão
Geslag	Sexo
Pornografie	Pornografia
Yslands	Língua islandesa
Diego Velázquez	Diego Velázquez
Chili	Chile
Jesus van Nasaret	Jesus
Elvis Presley	Elvis Presley
Galileo Galilei	Galileu Galilei
Mercurius	Mercúrio (planeta)
Geskiedenis	História
Père-Lachaise-begraafplaas	Cemitério do Père-Lachaise
Apple Inc.	Apple
Venus (planeet)	Vénus (planeta)
Taal	Linguagem
Liefde	Amor
Diktatorskap	Ditadura
Sterrestelsel	Galáxia
Jupiter (planeet)	Júpiter (planeta)
Michelle Bachelet	Michelle Bachelet
Melkweg	Via Láctea
Oerknal	Big Bang
Uranus (planeet)	Urano (planeta)
Engelse Wikipedia	Wikipédia em inglês
Nicolas Sarkozy	Nicolas Sarkozy
Neptunus (planeet)	Netuno (planeta)
Sterrekunde	Astronomia
Singapoer	Singapura
Wetenskap	Ciência
Pluto (dwergplaneet)	Plutão
Montreal	Montreal
Vrye sagteware	Software livre
Quimper	Quimper
Maria	Maria (mãe de Jesus)
Lodewyk IX van Frankryk	Luís IX de França
Liechtenstein	Liechtenstein
Sport	Desporto
Cambridge	Cambridge
Yellowstone Nasionale Park	Parque Nacional de Yellowstone
Adolf Hitler	Adolf Hitler
Facebook	Facebook
WikiLeaks	WikiLeaks
Julian Assange	Julian Assange
Eerste Wêreldoorlog	Primeira Guerra Mundial
Tweede Wêreldoorlog	Segunda Guerra Mundial
Keulen	Colônia (Alemanha)
Wikibooks	Wikilivros
Wikiquote	Wikiquote
Wikiversity	Wikiversidade
Wikivoyage	Wikivoyage
Wodka	Vodca
Ubuntu (Linux)	Ubuntu
Skopje	Escópia
Gdynia	Gdynia
Linux	Linux
Bob Dylan	Bob Dylan
Szczecin	Estetino
Wiskunde	Matemática
U2	U2
Latyn	Língua latina
Bahrein	Bahrein
Armenië	Arménia
Wigskrif	Escrita cuneiforme
Higgs-boson	Bóson de Higgs
Serwië	Sérvia
Maan	Lua
Istanboel	Istambul
Australië	Austrália
Bob Marley	Bob Marley
Carl Sagan	Carl Sagan
Astrobiologie	Exobiologia
Pioneer-plaat	Placa Pioneer
Fisika	Física
Argentinië	Argentina
Telekommunikasie	Telecomunicações
Peru	Peru
Biologie	Biologia
Vreemde vlieënde voorwerp	Objeto voador não identificado
Noord-Korea	Coreia do Norte
Kambodja	Camboja
Kuiper-gordel	Cintura de Kuiper
Koran	Alcorão
Dinosourus	Dinossauros
Dierkunde	Zoologia
Islam	Islão
Ljubljana	Liubliana
Plantkunde	Botânica
Lech Wałęsa	Lech Wałęsa
Wiel	Roda
Denis Diderot	Denis Diderot
Vrede	Paz
Encyclopædia Britannica	Encyclopædia Britannica
Lyon	Lyon
Europese Unie	União Europeia
Rhône-Alpes	Ródano-Alpes
Wêreldwye web	World Wide Web
Vrou	Mulher
Sofia	Sófia
Akwaduk	Aqueduto
Poësie	Poesia
Rekenaarvirus	Vírus de computador
Milaan	Milão
Turyn	Turim
Ontlasting	Fezes
Anus	Ânus
Suurlemoen	Limão
Piesang	Banana
Émile Zola	Émile Zola
666	666
Blom	Flor
Wladimir Wisotski	Vladimir Vysotsky
Berg Everest	Monte Everest
Anatomie	Anatomia
Stad	Cidade
Napoleon Bonaparte	Napoleão Bonaparte
Olympus Mons	Monte Olimpo (Marte)
Fisiologie	Fisiologia
Ster	Estrela
Vesuvius	Vesúvio
Son	Sol
Louis Pasteur	Louis Pasteur
Ligjaar	Ano-luz
Victor Hugo	Victor Hugo
Oseanië	Oceania
Atletiek	Atletismo
Sonnestelsel	Sistema Solar
Oossee	Mar Báltico
Triëst	Trieste
Vistula	Rio Vístula
Avenue des Champs-Élysées	Champs-Élysées
Oder	Rio Oder
Tand	Dente
Waterstof	Hidrogénio
Helium	Hélio
Wikimedia Commons	Wikimedia Commons
Angela Merkel	Angela Merkel
Litium	Lítio
Berillium	Berílio
Luidspreker	Altifalante
Boek	Livro
Dag	Dia
Oos-Timor	Timor-Leste
Nag	Noite
Jaar	Ano
Eeue	Século
Łódź	Łódź
Mont Blanc	Monte Branco
Ryn	Reno
Oslo	Oslo
Bonn	Bona
Katowice	Katowice
Swartkolk	Buraco negro
Gay	Gay
Ceres (dwergplaneet)	Ceres (planeta anão)
Lissabon	Lisboa
Rzeszów	Rzeszów
Ichiro Suzuki	Ichiro Suzuki
Haumea	Haumea
Rhône	Rio Ródano
Makemake	Makemake
Eris (dwergplaneet)	Éris (planeta anão)
Doebai (emiraat)	Dubai
Lionel Messi	Lionel Messi
Boor (element)	Boro
Nicolaas Copernicus	Nicolau Copérnico
Versailles	Versalhes
Koolstof	Carbono
Wolga	Rio Volga
Stikstof	Azoto
Suurstof	Oxigénio
FC Internazionale Milano	Football Club Internazionale Milano
Planeet	Planeta
Cleopatra VII	Cleópatra
Kate Bush	Kate Bush
Musiek	Música
Venesië	Veneza
Po (rivier)	Rio Pó
Newarivier	Rio Neva
Termometer	Termômetro
Rennes	Rennes
Lille	Lille
Moskou	Moscovo
Fluoor	Flúor
Italiaans	Língua italiana
Chihuahua (hond)	Chihuahua (cão)
Neon	Néon
Chihuahua (deelstaat)	Chihuahua
Sint Petersburg	São Petersburgo
Tsjad	Chade
Natrium	Sódio
Noord	Norte
Magnesium	Magnésio
Aluminium	Alumínio
Nieu-Seeland	Nova Zelândia
Suid	Sul
Indië	Índia
Silikon	Silício
Tuvalu	Tuvalu
Fosfor	Fósforo
André-Marie Ampère	André-Marie Ampère
Prosa	Prosa
Yster	Ferro
Tonga	Tonga
Wes	Oeste
Swawel	Enxofre
Samoa	Samoa
Oos	Leste
Solomoneilande	Ilhas Salomão
Vanuatu	Vanuatu
Molière	Molière
Chloor	Cloro
Bastille (musiekgroep)	Bastille
Delft, Nederland	Delft
Papoea-Nieu-Guinee	Papua-Nova Guiné
William Shakespeare	William Shakespeare
Suid-Holland	Holanda do Sul
Palau	Palau
Argon	Árgon
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Noord-Holland	Holanda do Norte
Gefedereerde State van Mikronesië	Estados Federados da Micronésia
Kalium	Potássio
Zeeland	Zelândia (Países Baixos)
Kalsium	Cálcio
Flevoland	Flevolândia
Lood	Chumbo
Marshalleilande	Ilhas Marshall
Kiribati	Kiribati
Mongolië	Mongólia
Fidji	Fiji
Skandium	Escândio
Heilbronn	Heilbronn
Titaan (element)	Titânio
Venezuela	Venezuela
Skaak	Xadrez
Saginaw	Saginaw (Michigan)
Djengis Khan	Gengis Khan
Vanadium	Vanádio
Maine	Maine
Chroom	Crômio
Perd	Equus ferus caballus
Amsterdam	Amesterdão
Gevegswapen	Arma
Dier	Animalia
Suriname	Suriname
Mangaan	Manganês
Paraguay	Paraguai
Guyana	Guiana
Kuns	Arte
Ecuador	Equador
Colombia	Colômbia
Kobalt	Cobalto
Wolfram	Tungstênio
Nikkel	Níquel
Aarbei	Morangueiro
Boeddhisme	Budismo
Groningen (munisipaliteit)	Groninga
Bolivië	Bolívia
Groningen (provinsie)	Groninga (província)
Koper	Cobre
Trinidad en Tobago	Trinidad e Tobago
Plant	Plantae
St. Vincent en die Grenadines	São Vicente e Granadinas
Sink	Zinco
New Hampshire	Nova Hampshire
St. Lucia	Santa Lúcia
Białystok	Białystok
Leonardo da Vinci	Leonardo da Vinci
St. Kitts en Nevis	São Cristóvão e Nevis
Swam	Fungi
Jamaika	Jamaica
Grenada	Granada (país)
Friesland	Frísia (província)
Massachusetts	Massachusetts
Drenthe	Drente
Overijssel	Overissel
Guatemala	Guatemala
Gelderland	Guéldria
Utrecht (provinsie)	Utrecht (província)
Google Chrome	Google Chrome
Bahamas	Bahamas
Connecticut	Connecticut
Hoender	Gallus gallus domesticus
Antigua en Barbuda	Antígua e Barbuda
Hawaii	Havaí
Honduras	Honduras
Dominica	Dominica
Jersey	Jersey
Dominikaanse Republiek	República Dominicana
Vark	Sus domesticus
Arktiese Oseaan	Oceano Ártico
Haïti	Haiti
El Salvador	El Salvador
Zwolle	Zwolle
Iran	Irão
Irak	Iraque
Alaska	Alasca
Assen	Assen
Costa Rica	Costa Rica
Israel	Israel
Utrecht (munisipaliteit)	Utrecht
Panama	Panamá
Jemen	Iémen
Lausanne	Lausana
Virus	Vírus
Pools	Língua polaca
Jordanië	Jordânia
Nicaragua	Nicarágua
Florida	Flórida
Kirgisië	Quirguistão
Arizona	Arizona
Koeweit	Kuwait
Laos	Laos
Libanon	Líbano
Oregon	Oregon
Maledive	Maldivas
Amerikas	América
Utah	Utah
Bees	Bos taurus
Maleisië	Malásia
Mianmar	Myanmar
Nepal	Nepal
Oman	Omã
Pakistan	Paquistão
Katar	Catar
Tennis	Ténis
MySQL	MySQL
Saoedi-Arabië	Arábia Saudita
Lockheed L-1011 TriStar	Lockheed L-1011 Tristar
Andrei Tarkofski	Andrei Tarkovski
Sri Lanka	Sri Lanka
Josef Stalin	Josef Stalin
Sirië	Síria
Plato	Platão
Gallium	Gálio
Tadjikistan	Tajiquistão
Pokémon	Pokémon
Republiek van Sjina	República da China
YouTube	YouTube
Germanium	Germânio
Aristoteles	Aristóteles
Thailand	Tailândia
Trein	Trem
Arseen	Arsênio
Radio	Rádio (telecomunicações)
Meryl Streep	Meryl Streep
Turkmenistan	Turquemenistão
Abakan	Abakan
Selenium	Selênio
Iridium	Irídio
Verenigde Arabiese Emirate	Emirados Árabes Unidos
Broom	Bromo
Platinum	Platina
Viëtnam	Vietname
Charlie Chaplin	Charlie Chaplin
Nowosibirsk	Novosibirsk
Suid-Korea	Coreia do Sul
Józef Piłsudski	Józef Piłsudski
The Simpsons	Os Simpsons
Jekaterinburg	Ecaterimburgo
Kripton	Crípton
Afghanistan	Afeganistão
Nizjni Nowgorod	Níjni Novgorod
J.R.R. Tolkien	J. R. R. Tolkien
Samara	Samara (Rússia)
Rubidium	Rubídio
Goud	Ouro
Omsk	Omsk
Suezkanaal	Canal de Suez
Kazan	Cazã
Bangladesj	Bangladesh
Franz Kafka	Franz Kafka
Tsjeljabinsk	Cheliabinsk
Rostof aan die Don	Rostov do Don
Jorge Luis Borges	Jorge Luis Borges
Oefa	Ufa
Mali	Mali
Sokrates	Sócrates
Wolgograd	Volgogrado
Angola	Angola
Perm	Perm
Bhoetan	Butão
Twitter	Twitter
Krasnojarsk	Krasnoyarsk
Broenei	Brunei
Tanzanië	Tanzânia
Kwik	Mercúrio (elemento químico)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filippyne	Filipinas
Sentraal-Afrikaanse Republiek	República Centro-Africana
Suidpool	Polo Sul
Noordpool	Polo Norte
Isaac Newton	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stronsium	Estrôncio
Pedro I van Brasilië	Pedro I do Brasil
Yttrium	Ítrio
Bismut	Bismuto
Geel	Amarelo
Kwantummeganika	Mecânica quântica
Togo	Togo
Donald Tusk	Donald Tusk
Tunisië	Tunísia
Zambië	Zâmbia
Zimbabwe	Zimbabwe
Beijing	Pequim
Suid-Soedan	Sudão do Sul
Wladiwostok	Vladivostok
Tiwa	Tuva
Benin	Benim
Botswana	Botswana
Wikinews	Wikinotícias
Burkina Faso	Burkina Faso
Burundi	Burundi
Comore-eilande	Comores
Republiek van die Kongo	República do Congo
Alkmaar	Alkmaar
Ob	Rio Ob
Demokratiese Republiek van die Kongo	República Democrática do Congo
San Antonio	San Antonio
Djiboeti	Djibouti
Meem	Meme
Polonium	Polônio
Beiere	Baviera
Ekwatoriaal-Guinee	Guiné Equatorial
Baden-Württemberg	Baden-Württemberg
Eritrea	Eritreia
Nieu-Delhi	Nova Deli
Almelo	Almelo
Pous Johannes Paulus II	Papa João Paulo II
Fjodor Dostojefski	Fiódor Dostoiévski
Amersfoort, Nederland	Amersfoort
Kamtsjatka-skiereiland	Península de Kamchatka
Tbilisi	Tbilisi
Appingedam	Appingedam
Astaat	Ástato
Gaboen	Gabão
Mahatma Gandhi	Mahatma Gandhi
Solidarność	Solidarność
Strokiesverhaal	Banda desenhada
Gambië	Gâmbia
Guinee	Guiné
Guinee-Bissau	Guiné-Bissau
Ivoorkus	Costa do Marfim
Kameroen	Camarões
Kaap Verde	Cabo Verde
Lesotho	Lesoto
Liberië	Libéria
Libië	Líbia
Aken	Aquisgrano
Madagaskar	Madagáscar
Malawi	Malawi
Stuttgart	Estugarda
Mauritanië	Mauritânia
Mauritius	Maurícia
Marokko	Marrocos
Mosambiek	Moçambique
Namibië	Namíbia
France Prešeren	France Prešeren
Niger	Níger
Nigerië	Nigéria
Charles Darwin	Charles Darwin
Uganda	Uganda
Rwanda	Ruanda
Sirkonium	Zircônio
São Tomé en Príncipe	São Tomé e Príncipe
Karlsruhe	Karlsruhe
Senegal	Senegal
Seychelle	Seicheles
Carolus Linnaeus	Carolus Linnaeus
Sierra Leone	Serra Leoa
Somalië	Somália
Niobium	Nióbio
Julius Caesar	Júlio César
Soedan	Sudão
Swaziland	Suazilândia
Reënboog	Arco-íris
Molibdeen	Molibdênio
Tegnesium	Tecnécio
Hamburg	Hamburgo
Ontariomeer	Lago Ontário
Evolusie	Evolução
Verenigde Nasies	Organização das Nações Unidas
Bowemeer	Lago Superior
Dante Alighieri	Dante Alighieri
Geologie	Geologia
Ahmedabad	Ahmedabad
Geografie	Geografia
Hart	Coração
Brein	Cérebro
Vel	Pele
Kleur	Cor
Selfstandige naamwoord	Substantivo
Praag	Praga
Rutenium	Rutênio
Rodium	Ródio
Blou	Azul
Palladium	Paládio
Silwer	Prata
Kadmium	Cádmio
Star Trek	Star Trek
Limburg, Nederland	Limburgo (Países Baixos)
Indium	Índio (elemento químico)
Limburg, België	Limburgo (Bélgica)
Tin	Estanho
Uraan	Urânio
Antimoon	Antimônio
Telluur	Telúrio
Noord-Brabant	Brabante do Norte
Jodium	Iodo
Hemer	Hemer
Xenon	Xenônio
Sesium	Césio
Elektriese lading	Carga elétrica
Barium	Bário
Wes-Vlaandere	Flandres Ocidental
Oos-Vlaandere	Flandres Oriental
Antwerpen (provinsie)	Antuérpia (província)
Vlaams-Brabant	Brabante Flamengo
Hafnium	Háfnio
Aktinium	Actínio
Waals-Brabant	Brabante Valão
Tantaal	Tântalo (elemento químico)
Bill Clinton	Bill Clinton
Namur (provinsie)	Namur (província)
Luxemburg (provinsie)	Luxemburgo (Bélgica)
Luik (provinsie)	Liège (província)
Radium	Rádio (elemento químico)
Hainaut	Hainaut
Iserlohn	Iserlohn
Radon	Rádon
Lotaringe	Lorena (França)
Elsas	Alsácia
Indira Gandhi	Indira Gandhi
Hector Berlioz	Hector Berlioz
Auvergne	Auvérnia
Moembaai	Bombaim
Internasionale Vereniging van Atletiekfederasies	Associação Internacional de Federações de Atletismo
Assam	Assam
Bihar	Bihar
Michigan	Michigan
Michiganmeer	Lago Michigan
Goa	Goa
Boergondië (gewes)	Borgonha
Harjana	Haryana
Akwitanië	Aquitânia
Puerto Rico	Porto Rico
Karnataka	Karnataka
Kerala	Querala
Limousin	Limusino
Manipoer	Manipur
Sleeswyk-Holstein	Schleswig-Holstein
Mecklenburg-Voorpommere	Mecklemburgo-Pomerânia Ocidental
Nedersakse	Baixa Saxônia
Noordryn-Wesfale	Renânia do Norte-Vestfália
Hesse	Hesse
Rynland-Palts	Renânia-Palatinado
Saarland	Sarre
Sakse	Saxônia
John Lennon	John Lennon
Illinois	Illinois
Thüringen	Turíngia
Sakse-Anhalt	Saxônia-Anhalt
Noord-Dakota	Dakota do Norte
Brandenburg	Brandemburgo
Vrye Hansestad Bremen	Bremen (estado)
Suid-Dakota	Dakota do Sul
Montana	Montana
Wyoming	Wyoming
Piëmont	Piemonte
Jerusalem	Jerusalém
Idaho	Idaho
Washington (deelstaat)	Washington
Nevada	Nevada
Don	Rio Don
Trentino-Suid-Tirool	Trentino-Alto Ádige
Indiese Oseaan	Oceano Índico
Kosowo	Kosovo
Karibiese See	Mar do Caribe
Kofi Annan	Kofi Annan
Ligurië	Ligúria
Colorado	Colorado
Emilia-Romagna	Emília-Romanha
Coloradorivier	Rio Colorado
Frédéric Chopin	Frédéric Chopin
Konfyt	Doce (alimento)
Trygve Lie	Trygve Lie
Toskane	Toscana
Leonard Cohen	Leonard Cohen
Umbrië	Úmbria
Kategorie:Alles	Categoria:Conteúdo
Latium	Lácio
Abruzze	Abruzos
Alpe	Alpes
Karpate	Cárpatos
Grenoble	Grenoble
Blaise Pascal	Blaise Pascal
Dortmund	Dortmund
Gent	Gante
Chicago	Chicago
The Beatles	The Beatles
Flerovium	Fleróvio
Wageningen	Wageningen
Ununoctium	Ununóctio
Maastricht	Maastricht
Arnhem	Arnhem
Dag-en-nag-ewening	Equinócio
Saddam Hoesein	Saddam Hussein
Osama bin Laden	Osama bin Laden
Spaans	Língua castelhana
Friedrich August Hayek	Friedrich Hayek
Montevideo	Montevidéu
Rimouski	Rimouski
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh	Pittsburgh
Opera	Ópera
Philadelphia	Filadélfia
Kalkutta	Calcutá
Chennai	Chennai
Delhi	Deli
Dhaka	Daca
Bangalore	Bangalore
Wes-Bengale	Bengala Ocidental
Spinnekop	Aranha
Geleedpotiges	Artrópode
Hyderabad, Indië	Hyderabad (Andhra Pradesh)
Islamabad	Islamabad
Tripoera	Tripura
Vrug	Fruto
Kategorie:Porto	Categoria:Porto
Aap	Macaco
Geld	Dinheiro
Virginië	Virgínia
Wes-Virginië	Virgínia Ocidental
Paprika (plant)	Capsicum annuum
Huronmeer	Lago Huron
New York (deelstaat)	Nova Iorque (estado)
Rhode Island	Rhode Island
Insek	Insetos
Maryland	Maryland
Delaware	Delaware
Wladimir Lenin	Lenin
Europium	Európio
Ohio	Ohio
Vergilius	Virgílio
Niccolò Machiavelli	Nicolau Maquiavel
Pennsilvanië	Pensilvânia
Uetersen	Uetersen
Augustus Octavianus	Augusto
Microsoft Windows	Microsoft Windows
Tiberius	Tibério
New Jersey	Nova Jérsia
Caligula	Calígula
Gibraltar	Gibraltar
Claudius	Cláudio
Fins	Língua finlandesa
Nero	Nero
Galba (keiser)	Galba
Indiana	Indiana
Nokia	Nokia
Vespasianus	Vespasiano
Motorvoertuig	Automóvel
Juventus Football Club	Juventus Football Club
Domitianus	Domiciano
Trajanus	Trajano
Roger Federer	Roger Federer
Hadrianus	Adriano
Georgia	Geórgia (Estados Unidos)
Antoninus Pius	Antonino Pio
Markus Aurelius	Marco Aurélio
KDE	KDE
Lucius Verus	Lúcio Vero
Commodus	Cómodo
Zagreb	Zagreb
Kampanië	Campânia
Texas	Texas
Septimius Severus	Septímio Severo
Tamil Nadu	Tamil Nadu
Genua	Génova
Noord-Carolina	Carolina do Norte
Hokkie	Hóquei em campo
Suid-Carolina	Carolina do Sul
Kalabrië	Calábria
Sisilië	Sicília
Manila	Manila
Sardinië	Sardenha
Ferdinand Marcos	Ferdinando Marcos
Cebu Stad	Cebu (cidade)
Loire (rivier)	Rio Loire
Seine	Sena
Davao Stad	Davao
Quezon Stad	Cidade Quezon
Le Mans	Le Mans
Caloocan	Caloocan
Bordeaux	Bordéus
Buenos Aires	Buenos Aires
Meksikostad	Cidade do México
Tokio	Tóquio
La Paz	La Paz
Barcelona	Barcelona
Pynappel	Ananás
Mississippi	Mississippi
Ferdinand Magellaan	Fernão de Magalhães
Mississippirivier	Rio Mississippi
Oetarpradesj	Uttar Pradesh
José Rizal	José Rizal
Swembad	Piscina
Sikkim	Siquim
Patagonië	Patagónia
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Nagpur	Nagpur
Abidjan	Abidjã
Aboe Dhabi	Abu Dhabi
Astana	Astana
Nieu-Meksiko	Novo México
Ramses II	Ramsés II
Athene	Atenas
Minnesota	Minnesota
Bagdad	Bagdá
Caracas	Caracas
Gekoördineerde Universele Tyd	Tempo Universal Coordenado
Wisconsin	Wisconsin
Pune	Pune
Cicero	Cícero
AC Milan	Associazione Calcio Milan
Iowa	Iowa
Nebraska	Nebraska
Guatemala-stad	Cidade da Guatemala
Kansas	Kansas
Havana	Havana
Tabak	Tabaco
Hindi	Língua hindi
Marathi	Língua marata
Windows Internet Explorer	Internet Explorer
Sigaret	Cigarro
Ganesja	Ganexa
Missouri	Missouri
Louisiana	Luisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Oerdoe	Língua urdu
Édith Piaf	Édith Piaf
Elbe	Rio Elba
Rijeka	Rijeka
Eems	Rio Ems
Oklahoma	Oklahoma
Weser	Rio Weser
Donau	Rio Danúbio
Gedig	Verso
Jacques Brel	Jacques Brel
Main	Rio Meno
Neckar	Rio Neckar
Havel	Rio Havel
Noordsee	Mar do Norte
Skagerrak	Skagerrak
Moskou-oblast	Oblast de Moscou
Kiel, Duitsland	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hanôver
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Dubrovnik	Dubrovnik
Saarbrücken	Saarbrücken
München	Munique
Samara-oblast	Oblast de Samara
Erfurt	Erfurt
Dresden	Dresden
Maagdenburg	Magdeburgo
Vlugbal	Voleibol
Innsbruck	Innsbruck
Bregenz	Bregenz
Wene	Viena
Madonna	Madonna
Kopenhagen	Copenhaga
Kaliningrad-oblast	Oblast de Kaliningrado
Stockholm	Estocolmo
Helsinki	Helsínquia
Moermansk-oblast	Oblast de Murmansk
Dublin	Dublin
Moermansk	Murmansk
Reykjavik	Reykjavík
Tallinn	Tallinn
Epitaaf	Epitáfio
Riga	Riga
Zanzibar	Zanzibar
Bratislava	Bratislava
Boedapest	Budapeste
Charles Aznavour	Charles Aznavour
Gdansk	Gdańsk
Frankfurt am Main	Frankfurt am Main
Wrocław	Breslávia
Lantaan	Lantânio
Astronomiese eenheid	Unidade astronômica
Saint-Tropez	Saint-Tropez
Rooiwyn	Vinho tinto
Kaliningrad	Kaliningrado
Zinedine Zidane	Zinédine Zidane
Luxemburg (stad)	Luxemburgo (cidade)
Vaduz	Vaduz
Bybel	Bíblia
San Marino (stad)	San Marino (cidade)
Phnom Penh	Phnom Penh
Archangelsk	Arcangel
Ho Chi Minh-stad	Cidade de Ho Chi Minh
Lutetium	Lutécio
Hanoi	Hanói
Ware Jesuskerk	Verdadeira Igreja de Jesus
Engels	Língua inglesa
Bangkok	Banguecoque
Andorra la Vella	Andorra-a-Velha
Kuala Lumpur	Kuala Lumpur
Taipei	Taipé
