Africa	África
Atepipitztli	Besouro
Cactli	Sapato
Chināncalli	Parque
Pennsylvania-teutontlahtōlli	Alemão da Pensilvânia
Xocomecamīllah	Vinha
Āxōlōtl	Ambystoma mexicanum
1	1
10	10
20	20
Sussex Tlāpcopa	East Sussex
30	30
Audi	Audi
Abcasia	Abecásia
40	40
9	9
7	7
8	8
Chicōme	Sete
Chicuēyi	Oito
Taylor Lautner	Taylor Lautner
Jeremy Renner	Jeremy Renner
12	12
Chicōntōnalli	Semana
Mazātl	Cervidae
Cetl	Gelo
Totahtziné	Pai Nosso
Ātezcatl	Lago
Caxtillān xōnacatl	Alho
Musée d'Orsay	Museu de Orsay
930	930
13	13
985	985
1122	1122
981	981
939	939
Osetia Huitztlāmpa	Ossétia do Sul
Ernest Hemingway	Ernest Hemingway
Edinburgh	Edimburgo
51	51
Octave Mirbeau	Octave Mirbeau
Tlālhuāctli	Ilha
Iztāc	Branco
Tlīltic	Preto
814	814
678	678
950	950
679	679
996	996
680	680
37	37
980	980
900	900
1129	1129
Chris Pine	Chris Pine
843	843
Lordi	Lordi
690	690
691	691
988	988
692	692
476	476
693	693
Marseille	Marselha
694	694
695	695
Xōnacatl	Cebola
696	696
Chicuacē	Seis
697	697
698	698
Achcauhtlahtolli	Língua oficial
699	699
700	700
Moshchena	Mostchena
701	701
702	702
703	703
Xītomatl	Tomate
704	704
705	705
George H. W. Bush	George H. W. Bush
706	706
68	68
89	89
707	707
708	708
709	709
11	11
710	710
711	711
Paltoga	Paltoga
712	712
713	713
714	714
715	715
Dmitri Medvedev	Dmitri Medvedev
716	716
717	717
718	718
719	719
720	720
Protestantismo	Protestantismo
721	721
722	722
Selena	Selena
723	723
Bryan Cranston	Bryan Cranston
724	724
Mérida, Venezuela	Mérida (Venezuela)
725	725
726	726
727	727
728	728
729	729
963	963
730	730
Podgoritza	Podgorica
731	731
962	962
732	732
733	733
997	997
734	734
972	972
735	735
955	955
901	901
736	736
737	737
936	936
738	738
953	953
902	902
739	739
15	15
740	740
14	14
741	741
742	742
17	17
743	743
958	958
744	744
500	500
745	745
150	150
746	746
880	880
747	747
748	748
Tlahtōltecpantiliztli	Dicionário
749	749
870	870
903	903
750	750
751	751
752	752
Cuaitl	Cabeça
753	753
987	987
754	754
965	965
755	755
924	924
951	951
932	932
23	23
800	800
120	120
42	42
967	967
989	989
960	960
969	969
957	957
1124	1124
971	971
937	937
992	992
990	990
899	899
975	975
942	942
966	966
1128	1128
959	959
973	973
18	18
Rowan Atkinson	Rowan Atkinson
19	19
16	16
Las Vegas, Nevada	Las Vegas
21	21
26	26
41	41
32	32
33	33
982	982
974	974
976	976
979	979
986	986
919	919
998	998
Palestina	Palestina
995	995
977	977
1125	1125
934	934
Mahtlāctli	Dez
200	200
876	876
875	875
810	810
929	929
882	882
1127	1127
940	940
889	889
844	844
912	912
838	838
984	984
874	874
38	38
43	43
127	127
954	954
39	39
24	24
79	79
61	61
104	104
29	29
102	102
866	866
839	839
622	622
918	918
100	100
Lila Downs	Lila Downs
961	961
570	570
632	632
Andrew Garfield	Andrew Garfield
946	946
835	835
884	884
859	859
832	832
849	849
877	877
Ocēlōmiztli	Acinonyx jubatus
878	878
861	861
869	869
968	968
983	983
964	964
1121	1121
1123	1123
933	933
915	915
970	970
911	911
993	993
991	991
994	994
898	898
944	944
907	907
943	943
945	945
922	922
905	905
941	941
Ordino	Ordino
925	925
928	928
948	948
947	947
949	949
926	926
126	126
101	101
105	105
108	108
117	117
115	115
Teconalli	Carvão mineral
22	22
46	46
25	25
153	153
156	156
31	31
825	825
Vancouver	Vancouver
301	301
116	116
886	886
330	330
860	860
842	842
165	165
871	871
893	893
203	203
909	909
222	222
931	931
938	938
917	917
160	160
28	28
Liverpool	Liverpool
85	85
88	88
76	76
54	54
477	477
914	914
920	920
913	913
Albany	Albany (Nova Iorque)
935	935
841	841
Avatar	Avatar (filme)
820	820
906	906
Āltepētl Bremen	Bremen
916	916
885	885
168	168
60	60
47	47
836	836
112	112
854	854
862	862
879	879
887	887
770	770
817	817
864	864
863	863
868	868
855	855
818	818
837	837
845	845
Roald Dahl	Roald Dahl
RMS Titanic	RMS Titanic
Rammstein	Rammstein
166	166
Ehēcalquixohuayān ītlālpancalactihuechiliz Cam Ranh	Aeroporto Internacional Cam Ranh
Benetice	Benetice (Světlá nad Sázavou)
Īlītl	Alnus
2016	2016
Ca Mau	Cà Mau (cidade)
Mīmiztin	Felidae
552	552
2019	2019
Perexil	Salsa (planta)
2017	2017
2018	2018
Zōyacapolcuahuitl	Tamareira
-2	2 a.C.
-1	1 a.C.
Pichilemu	Pichilemu
Cōzamatl	Mustela nivalis
Teconxinachtli	Angiosperma
Chīcuahtli	Coruja-das-torres
Micazayolli	Joaninha
Antoni Gaudí	Antoni Gaudí
Ācuāuhtli	Pandion haliaetus
2020	2020
Zōlcanauhtli	Pato-real
Theodor Mommsen	Theodor Mommsen
Āpozonalli	Âmbar
Xīcohtli	Mamangaba
Stavanger	Stavanger
Icpitl	Vaga-lume
Cuicuitzcatl	Hirundo rustica
Coxolihtli	Faisão-comum
Tlani teutontlahtōlli	Baixo-alemão
Cuauhchochopihtli	Pica-pau
600	600
400	400
300	300
Holger Apfel	Holger Apfel
Xinachtlanelhuayōtl	Espermatófita
Caxtillān canauhtli	Pato-trombeteiro
Hermann Hesse	Hermann Hesse
Tromsø	Tromsø
Universidad Niccolò Cusano	Università degli Studi Niccolò Cusano
Takeshi Kitano	Takeshi Kitano
1040 xiuhtin	Década de 1040
Tēucyōtl Hidalgo (Texas)	Condado de Hidalgo (Texas)
Āltepētl Juárez	Ciudad Juárez
BMW	BMW
Bergen	Bergen
Huēyimichtecuani	Orca
Huehxōlōtl	Peru-selvagem
Camilo Cienfuegos	Camilo Cienfuegos
Alfa Romeo	Alfa Romeo
Aston Martin	Aston Martin
Bentley	Bentley
Alismatales	Alismatales
Bugatti	Bugatti
Buick	Buick
Cadillac	Cadillac (automóvel)
Dodge	Dodge
Ferrari	Ferrari
AC/DC	AC/DC
Okinawa	Okinawa (desambiguação)
Ainutlahtōlli	Língua ainu
Caxtillān zōlin	Codorniz-comum
Tzinācantli	Morcego
36	36
Tzontli	Pelo
Hastings, Sussex Tlāpcopa	Hastings
Willis Tower	Willis Tower
Montgomery, Alabama	Montgomery (Alabama)
Chevrolet	Chevrolet
815	815
816	816
822	822
840	840
823	823
811	811
771	771
888	888
768	768
851	851
205	205
159	159
107	107
162	162
103	103
802	802
Āhuitzotl	Lontra-europeia
804	804
Huēyitlahtohcāyōtl in Tlanitlālpan	Reino dos Países Baixos
119	119
118	118
Extremaduratlahtōlli	Estremenho
801	801
807	807
806	806
152	152
240	240
Pipiyōlin	Abelha-europeia
218	218
655	655
496	496
Jaguar	Jaguar (automóvel)
238	238
197	197
451	451
775	775
489	489
784	784
661	661
625	625
653	653
904	904
921	921
923	923
1126	1126
668	668
636	636
408	408
464	464
410	410
956	956
952	952
658	658
650	650
518	518
70	70
81	81
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
504	504
453	453
161	161
169	169
481	481
151	151
155	155
128	128
129	129
463	463
193	193
674	674
687	687
251	251
337	337
786	786
660	660
50	50
260	260
501	501
45	45
491	491
49	49
Ecser	Ecser
978	978
Silesiatlahtōlli	Língua silesiana
221	221
543	543
536	536
230	230
762	762
610	610
787	787
480	480
209	209
202	202
192	192
Zhengzhou	Zhengzhou
681	681
819	819
173	173
867	867
865	865
827	827
824	824
847	847
883	883
829	829
Mōtohtli	Cão-da-pradaria
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
163	163
154	154
201	201
803	803
805	805
52	52
532	532
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
627	627
Е	Е
456	456
91	91
190	190
109	109
53	53
270	270
688	688
452	452
795	795
465	465
778	778
846	846
830	830
404	404
Tlahtohcātēīxiptla	Presidente
908	908
896	896
897	897
927	927
63	63
555	555
571	571
86	86
401	401
890	890
533	533
264	264
Mijaíl Gorbachov	Mikhail Gorbachev
99	99
415	415
483	483
469	469
462	462
459	459
466	466
402	402
761	761
780	780
675	675
689	689
774	774
759	759
758	758
350	350
782	782
760	760
785	785
783	783
767	767
766	766
211	211
232	232
204	204
188	188
98	98
894	894
891	891
602	602
628	628
892	892
601	601
672	672
682	682
821	821
Heredia, Costa Rica	Heredia (Costa Rica)
Cartago, Costa Rica	Cartago (Costa Rica)
648	648
686	686
Limón, Costa Rica	Puerto Limón
664	664
677	677
640	640
110	110
111	111
137	137
138	138
122	122
140	140
809	809
167	167
665	665
Puntarenas, Costa Rica	Puntarenas
776	776
763	763
769	769
667	667
529	529
777	777
788	788
671	671
772	772
432	432
231	231
237	237
239	239
130	130
226	226
207	207
475	475
454	454
495	495
206	206
468	468
461	461
460	460
194	194
210	210
Caracalmiztli	Caracal caracal
225	225
311	311
220	220
541	541
642	642
390 xihuitl	Década de 390
313	313
180	180
794	794
587	587
530	530
609	609
497	497
540	540
428	428
548	548
422	422
549	549
457	457
478	478
253	253
467	467
458	458
350 xihuitl	Década de 350
158	158
157	157
164	164
124	124
113	113
121	121
106	106
551	551
494	494
320	320
242	242
Ё	Ё
291	291
48	48
Toloatzin	Datura stramonium
97	97
56	56
93	93
57	57
503	503
510	510
509	509
474	474
484	484
576	576
493	493
479	479
287	287
El Alto	El Alto
407	407
485	485
547	547
546	546
544	544
537	537
535	535
502	502
527	527
508	508
Mecatl	Corda
525	525
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
630	630
614	614
505	505
446	446
791	791
557	557
656	656
657	657
659	659
651	651
676	676
670	670
652	652
673	673
654	654
647	647
812	812
669	669
792	792
649	649
Nāuhpōhualmahtlāctli omēyi	Noventa e três
895	895
756	756
663	663
779	779
662	662
684	684
773	773
757	757
435	435
790	790
437	437
433	433
764	764
426	426
781	781
425	425
429	429
423	423
765	765
235	235
233	233
223	223
224	224
216	216
219	219
254	254
272	272
208	208
175	175
170	170
171	171
172	172
58	58
59	59
139	139
114	114
134	134
135	135
179	179
142	142
96	96
181	181
146	146
145	145
183	183
182	182
184	184
324	324
589	589
521	521
92	92
597	597
329	329
Cracovia	Cracóvia
133	133
413	413
258	258
Tehuitztli	Bico
259	259
196	196
236	236
789	789
332	332
631	631
487	487
638	638
473	473
176	176
143	143
643	643
523	523
215	215
148	148
247	247
424	424
641	641
492	492
639	639
256	256
441	441
Garou	Garou
131	131
191	191
450	450
612	612
635	635
611	611
534	534
488	488
607	607
524	524
282	282
472	472
471	471
Tonantzin Guadalupe	Nossa Senhora de Guadalupe
490	490
316	316
797	797
511	511
295	295
598	598
303	303
250	250
515	515
512	512
418	418
333	333
294	294
217	217
277	277
578	578
312	312
Tlacempōhualiztli	Adição
284	284
283	283
241	241
243	243
262	262
498	498
336	336
334	334
266	266
Māīxnāmiquiliztli	Boxe
261	261
470	470
349	349
271	271
275	275
292	292
296	296
345	345
431	431
380 xihuitl	Década de 380
304	304
550	550
586	586
588	588
554	554
229	229
583	583
265	265
263	263
585	585
582	582
556	556
420	420
280	280
581	581
558	558
302	302
309	309
353	353
335	335
367	367
344	344
245	245
290	290
449	449
308	308
255	255
439	439
319	319
318	318
299	299
419	419
416	416
338	338
310	310
315	315
359	359
360	360
273	273
286	286
288	288
278	278
455	455
577	577
575	575
482	482
486	486
580	580
567	567
564	564
561	561
328	328
325	325
317	317
574	574
566	566
249	249
348	348
442	442
443	443
267	267
244	244
248	248
343	343
562	562
417	417
268	268
Vendatlahtōlli	Língua venda
590	590
269	269
499	499
409	409
405	405
406	406
403	403
414	414
411	411
412	412
560	560
592	592
Cebra	Zebra
276	276
314	314
323	323
366	366
362	362
545	545
531	531
514	514
513	513
539	539
538	538
519	519
516	516
528	528
506	506
526	526
507	507
Valery Leontiev	Valery Leontiev
214	214
213	213
212	212
228	228
227	227
149	149
174	174
189	189
199	199
141	141
132	132
125	125
123	123
147	147
144	144
198	198
178	178
177	177
187	187
195	195
186	186
347	347
620	620
624	624
605	605
629	629
Tlālocēlōtl	Jaguatirica
616	616
Las Cruces, Yancuīc Mēxihco	Las Cruces
615	615
644	644
646	646
633	633
637	637
436	436
434	434
Hererotlahtōlli	Língua hereró
293	293
427	427
185	185
360 xihuitl	Década de 360
321	321
327	327
430	430
447	447
569	569
568	568
444	444
796	796
798	798
Buon Ma Thuot	Buon Ma Thuot
793	793
685	685
Hartford	Hartford
799	799
683	683
274	274
579	579
281	281
306	306
438	438
297	297
421	421
298	298
Hawaitlahtōlli	Língua havaiana
351	351
352	352
355	355
Pandatlācamāyeh	Ailuropoda melanoleuca
Ātlācamāyeh	Ursus maritimus
95	95
94	94
594	594
Lozitlahtōlli	Língua lozi
542	542
448	448
445	445
305	305
234	234
565	565
381	381
385	385
307	307
346	346
257	257
Mayatlahtōlli	Línguas maias
Tlahuītequiliztli	Raio (meteorologia)
285	285
591	591
Lombardotlahtōlli	Língua lombarda
289	289
Māitl	Mão
563	563
252	252
595	595
246	246
596	596
593	593
Mictlāmpa Sototlahtōlli	SeSotho do norte
357	357
Simón Pedro	São Pedro
Tel Aviv	Tel Aviv
Tepēitzcuintli	Paca
Tēpēhuanitlahtōlli	Língua tepehuana
Izhuatl	Folha
Valparaíso	Valparaíso (Chile)
Xonatlahtōlli	Língua chona
Hollywood	Hollywood
Marlon Brando	Marlon Brando
Suatitlahtōlli	Língua suázi
599	599
326	326
341	341
322	322
Yutanāhuatlahtōlli	Línguas uto-astecas
Nathalia Dill	Nathalia Dill
Huāxyacac	Oaxaca
386	386
Tzhuanatlahtōlli	Língua tswana
374	374
380	380
Yaquitlahtōlli	Língua yaqui
Oxford, Oxfordshire	Oxford
136	136
Port-au-Prince	Porto Príncipe
Hutlahtōlli	Língua wu
370 xihuitl	Década de 370
Tsongatlahtōlli	Língua tsonga
Sototlahtōlli	Língua soto do sul
Rotterdam	Roterdão
Tlatzotzonalli	Instrumento musical
Quetzalcanauhtli	Cisne
Āmōlli	Sabonete
Yancuīc Orleans	Nova Orleães
Scarlett Johansson	Scarlett Johansson
Gwyneth Paltrow	Gwyneth Paltrow
Yahualtōntli	Compact Disc
Tepozmōyōtl	Helicóptero
382	382
342	342
373	373
372	372
1980s	Década de 1980
J. K. Rowling	J. K. Rowling
Xālli	Areia
Caxtillān tlapalpopozōn	Rosa
Xācocēlōtl	Leopardo
Salzburg	Salzburgo
Albuquerque	Albuquerque
Yancuīc xihuitl	Ano-Novo
Santo Domingo	Santo Domingo
Tequixquiāc	Tequixquiac
Huēyāltepētl	Província
Ochonetli	Mamão
375	375
Isaac Asimov	Isaac Asimov
Trinidad, Bolivia	Trinidad (Bolívia)
Cobija	Cobija
Tarixa	Tarija
1970s	Década de 1970
2000 xiuhtin	Década de 2000
Copacabana	Copacabana (desambiguação)
Iglesia Ortodoxa	Igreja Ortodoxa
Potosí	Potosí
Col	Repolho
Agatha Christie	Agatha Christie
Āhuacatēcatlahtōlli	Língua aguacateca
Chatinotlahtōlli	Língua chatina
Āltepētl Cuhuait	Kuwait (cidade)
Chollahtōlli	Língua chol
Tezcatl	Espelho
Oruro	Oruro
Miztli	Puma concolor
-44	44 a.C.
Tēmelāhuanimeh Jehová	Testemunhas de Jeová
387	387
Brad Pitt	Brad Pitt
Kia	Kia Motors
Cuextēcatlahtōlli	Língua huasteca
Cuauhtzontēcatlahtōlli	Língua huave
Arthur Conan Doyle	Arthur Conan Doyle
Ndebeletlahtōlli mictlāmpa	Língua ndebele do norte
Mitohtli @@@u0026Catalunya, nou estat d'Europa"	Manifestação pela independência da Catalunha em 2012
Ocēlōtl	Onça-pintada
1930s	Década de 1930
1960s	Década de 1960
1920s	Década de 1920
Osaka	Osaka (cidade)
Chināntēcatlahtōlli	Línguas chinantecas
Guaranitlahtōlli	Língua guarani
Lamborghini	Lamborghini
Huāxcuahuitl	Leucena
Emmy Rossum	Emmy Rossum
Lotus	Lotus Cars
Maserati	Maserati
Mazda	Mazda
Mercedes-Benz	Mercedes-Benz
Mitsubishi Motors	Mitsubishi Motors
Huexōtl	Salgueiro
Charles Bronson	Charles Bronson
Tlālpantli	Solo
Hicoxcuahuitl	Figueira-comum
Bridgetown	Bridgetown
Āmatlahcuilo	Escritor
Siligo	Siligo
Xapon tlālolīniliztli īhuān huēyāolīniliztli īpan 2011	Sismo e tsunami de Tohoku de 2011
Puerto Montt	Puerto Montt
Tlapatiliztōcāitl	Pronome
Mazāhuahtlahtōlli	Língua mazaua
Mazātēcatlahtōlli	Línguas mazatecas
Tzilīnitl	Vogal
Saint John	Saint John's
Roseau	Roseau
1950s	Década de 1950
Salta	Salta (cidade)
Otontlahtōlli	Língua otomi
Mixtēcatlahtōlli	Línguas mixtecas
Caxtillān quimichin	Rattus
Porto	Porto
Yōltextli	Farinha
The Lion King	O Rei Leão
.ru	.ru
.ad	.ad
1940s	Década de 1940
1910s	Década de 1910
Mamut	Mamute
Mācēhualtlācatl	Povos ameríndios
Tojolaballahtōlli	Língua tojolabal
Ndebeletlahtōlli huitztlāmpa	Língua ndebele do sul
Calīxtli	Porta
Michhuahcatlahtōlli	Língua purépecha
Tzeltallahtōlli	Língua tseltal
Tzotzillahtōlli	Língua tsotsil
Tlahtohcāpilli William of Wales	Guilherme, Duque de Cambridge
Toquelau	Tokelau
Cuīcapixqui	Compositor
Ātōnahuiztli Influenza A H1N1	Gripe suína
Salvador de Bahia	Salvador (Bahia)
Mahtlāctli omōme	Doze
Toshirō Mifune	Toshiro Mifune
Thomas Mann	Thomas Mann
Tallahassee	Tallahassee
José Saramago	José Saramago
Pop	Música pop
Alajuela	Alajuela
331	331
Mahtlāctli oncē	Onze
365	365
Mahtlāctli omēyi	Treze
Koenigsegg	Koenigsegg
Āhuacacuahuitl	Persea americana
379	379
.fi	.fi
Luiz Inácio Lula da Silva	Luiz Inácio Lula da Silva
.ae	.ae
.am	.am
.de	.de
Āmatlalcāyōtl	Escrita
.fr	.fr
Lublin	Lublin
John Michael Talbot	John Michael Talbot
Tlālcacahuatl	Amendoim
.af	.af
Mācuīlpōhualli	Cem
.au	.au
Ixtezcatl	Óculos
.cz	.cz
.ag	.ag
Texihuitl	Granizo
Luciano Pavarotti	Luciano Pavarotti
Mila Kunis	Mila Kunis
-43	43 a.C.
Campora San Giovanni	Campora San Giovanni
Bloemfontein	Bloemfontein
.at	.at
.us	.us
.es	.es
.gr	.gr
.pl	.pl
.uk	.uk
Camohtli	Batata-doce
Gregor Mendel	Gregor Mendel
Herta Müller	Herta Müller
Daniel Radcliffe	Daniel Radcliffe
Samurai	Samurai
-31	31 a.C.
Enya	Enya
.al	.al
.ar	.ar
Alexandre Dumas, père	Alexandre Dumas, pai
.az	.az
Xena: Warrior Princess	Xena: Warrior Princess
Santa Fe Ānalco	Santa Fé (Novo México)
Mahtlāctli onnāhui	Catorze
Caxtōlli	Quinze
Caxtōlomēyi	Dezoito
Universidad del Bío-Bío	Universidade do Bío-Bío
Suva	Suva
Xōlōitzcuintli	Pelado mexicano
Tōnēhuiliztli	Febre
-4	4 a.C.
Teide	Teide
1890s	Década de 1890
.ao	.ao
.jp	.jp
.bd	.bd
.it	.it
-8	8 a.C.
Ācalquīxōhuayān Caxtillān	Port of Spain
Quimichin	Mus
Xopaltic	Laranja (cor)
Anquichichi	Lebréu
Sochi	Sóchi
Emma Watson	Emma Watson
.bb	.bb
1800 xiuhtin	Década de 1800
.ca	.ca
Nicolas Appert	Nicolas Appert
Eyjafjallajökull	Eyjafjallajökull
.co	.co
.ba	.ba
Penélope Cruz	Penélope Cruz
-14	14 a.C.
-27	27 a.C.
-19	19 a.C.
Mario Vargas Llosa	Mario Vargas Llosa
-3	3 a.C.
Radio Studio 54 Network	Rádio Studio 54 Network
Caxtōlonnāhui	Dezanove
Āhuacātzin	Andorinha
Xōchipaxcua	Pentecostes
.br	.br
.is	.is
.cg	.cg
Mezquentli	Calça
Mahtlācxihuitl	Década
.pt	.pt
Huēyāltepētl Concepción	Concepción (província do Chile)
Rio Grande do Sul	Rio Grande do Sul
Amazonas (Brasil)	Amazonas
-6	6 a.C.
-34	34 a.C.
Ilhuicaatentli	Praia
Caxtōlomōme	17 (número)
Amapá	Amapá
Mazātlān	Mazatlán
Manaus	Manaus
Caxtōloncē	Dezasseis
Porto Alegre	Porto Alegre
Cempōhualli	Vinte
Tlācatlahtohcāyōtl Sahara	República Árabe Saaraui Democrática
.eg	.eg
-5	5 a.C.
-23	23 a.C.
Bahia	Bahia
.se	.se
A (kana)	A (kana)
I (kana)	I (kana)
U (kana)	U (kana)
E (kana)	E (kana)
O (kana)	O (kana)
Ka (kana)	Ka (kana)
Jim Carrey	Jim Carrey
.bo	.bo
Julia Roberts	Julia Roberts
Ki (kana)	Ki (kana)
Ku (kana)	Ku (kana)
Ke (kana)	Ke (kana)
Ko (kana)	Ko (kana)
Sa (kana)	Sa (kana)
Shi (kana)	Shi (kana)
30 Seconds to Mars	30 Seconds to Mars
Su (kana)	Su (kana)
Se (kana)	Se (kana)
So (kana)	So (kana)
Ta (kana)	Ta (kana)
Tacloban	Tacloban
Chi (kana)	Chi (kana)
Ray Bradbury	Ray Bradbury
Tsu (kana)	Tsu (kana)
Te (kana)	Te (kana)
Cristina Fernández	Cristina Kirchner
To (kana)	To (kana)
Na (kana)	Na (kana)
Ni (kana)	Ni (kana)
Nu (kana)	Nu (kana)
Ne (kana)	Ne (kana)
No (kana)	No (kana)
Ha (kana)	Ha (kana)
Hi (kana)	Hi (kana)
Fu (kana)	Fu (kana)
He (kana)	He (kana)
Dilma Rousseff	Dilma Rousseff
Ho (kana)	Ho (kana)
Ma (kana)	Ma (kana)
Mi (kana)	Mi (kana)
Mu (kana)	Mu (kana)
Me (kana)	Me (kana)
Mo (kana)	Mo (kana)
Ya (kana)	Ya (kana)
Yu (kana)	Yu (kana)
Acre	Acre
Yo (kana)	Yo (kana)
Ra (kana)	Ra (kana)
Ri (kana)	Ri (kana)
Ru (kana)	Ru (kana)
Tecuicihtli	Caranguejo
Re (kana)	Re (kana)
Ro (kana)	Ro (kana)
Wa (kana)	Wa (kana)
Wo (kana)	Wo (kana)
N (kana)	N (kana)
Texotlaticiliztli	Cirurgia
We (kana)	We (kana)
Wi (kana)	Wi (kana)
-29	29 a.C.
Āltepētl Carson	Carson City
Alagoas	Alagoas
Anna Maria Jopek	Anna Maria Jopek
Frank Sinatra	Frank Sinatra
-7	7 a.C.
-9	9 a.C.
Eva Perón	Eva Perón
-32	32 a.C.
Opel	Opel
.mx	.mx
Porsche	Porsche
.hn	.hn
Germán Valdés	Germán Valdés
Arthur Penn	Arthur Penn
-48	48 a.C.
Táchira	Táchira
-26	26 a.C.
Apure	Apure
Santiago ohtli	Caminhos de Santiago
-11	11 a.C.
Jonathan Swift	Jonathan Swift
Calli	Edifício
Sony	Sony
Tomīn	Moeda (peça)
-16	16 a.C.
-35	35 a.C.
-13	13 a.C.
Īxīptlayōlmatiliztli	Sala de cinema
Franz Liszt	Franz Liszt
-17	17 a.C.
-24	24 a.C.
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Federico García Lorca	Federico García Lorca
Mark Ruffalo	Mark Ruffalo
.sa	.sa
Kingstown	Kingstown
Tlanelhuatl	Raiz
Saint George	Saint George's (Granada)
Julia Gillard	Julia Gillard
Haifa	Haifa
Emiliano Zapata	Emiliano Zapata
Joseph Goebbels	Joseph Goebbels
Klagenfurt	Klagenfurt
Beersheba	Bersebá
-50	50 a.C.
.jm	.jm
.pa	.pa
.pe	.pe
Talcahuano	Talcahuano
1347 Tlīltic Miquiztli	Peste negra
.nz	.nz
In ītlahpalōlōcatzin María	Ave Maria
Mirante do Vale	Mirante do Vale
Ōmpōhualli	Quarenta
Ichcatohmitl	Lã
Huehcāuh Inglatlahtōlli	Inglês antigo
Cacahuacuahuitl	Cacau
Evo Morales	Evo Morales
Īpān Polonia	Bandeira da Polónia
Sheffield	Sheffield
Nextic	Cinza
Īpān Tlacetilīlli Tlahtohcāyōtl	Bandeira dos Estados Unidos
Yama	Lhama
Keira Knightley	Keira Knightley
Teōpixqui	Sacerdote
Piauí	Piauí
Santiago de los Caballeros	Santiago de los Caballeros
Johnny Cash	Johnny Cash
Audrey Hepburn	Audrey Hepburn
Tlācamichin	Peixe-boi
Belo Horizonte	Belo Horizonte
Cēmpōhualmahtlāctli	Trinta
Īpān Italia	Bandeira da Itália
Calmanani	Arquiteto
1600 xiuhtin	Década de 1600
Franz Ferdinand	Francisco Fernando da Áustria-Hungria
Heinrich Himmler	Heinrich Himmler
Donetsk	Donetsk
Caxtillān chīlli	Pimenta-preta
Huiquipedia:Yequihcuilōtl	Ortografia
Īpān Xapon	Bandeira do Japão
Īpān Francia	Bandeira da França
Zacatl	Poaceae
Manoel de Oliveira	Manoel de Oliveira
Zulia	Zulia
Barinas	Barinas
Membrillocuahuitl	Marmeleiro
Fresno	Fresno
Folk	Música folclórica
Harry Potter and the Philosopher's Stone	Harry Potter e a Pedra Filosofal
1700 xiuhtin	Década de 1700
Ocomiztli	Lince-euroasiático
Petlazolcoatl	Quilópode
Fortaleza	Fortaleza
Cuāuhtohtli	Falcão
Guayaquil	Guaiaquil
Quetzalitztli	Esmeralda
Gerhart Hauptmann	Gerhart Hauptmann
Tehuilotl	Cristal
Huitzilli	Beija-flor
Xīctli	Umbigo
Eddie Murphy	Eddie Murphy
Azahuad	Azawad
Matt Groening	Matt Groening
Das Lied der Deutschen	Deutschlandlied
La Plata	La Plata
Reese Witherspoon	Reese Witherspoon
Ciruelacuahuitl	Prunus domestica
1500 xiuhtin	Década de 1500
San Fernando del Valle de Catamarca	San Fernando del Valle de Catamarca
Tepozyōllōtl	Motor
Radiohead	Radiohead
Resistencia, Argentina	Resistência (Chaco)
Rawson	Rawson
Córdoba, Argentina	Córdova (Argentina)
Corrientes	Corrientes (cidade)
Paraná, Argentina	Paraná (Argentina)
Formosa, Argentina	Formosa (Argentina)
Santa Rosa, Argentina	Santa Rosa (La Pampa)
San Salvador de Jujuy	San Salvador de Jujuy
La Rioja, Argentina	Rioja (cidade da Argentina)
Mendoza	Mendoza (Argentina)
Posadas	Posadas (Misiones)
Neuquén	Neuquén (cidade)
Viedma	Viedma
San Juan, Argentina	San Juan (Argentina)
Río Gallegos	Río Gallegos
San Luis, Argentina	San Luis (Argentina)
Santa Fe, Argentina	Santa Fé (Argentina)
Santiago del Estero	Santiago del Estero (Argentina)
Ushuaia	Ushuaia
San Miguel de Tucumán	San Miguel de Tucumán
Jörg Haider	Jörg Haider
Ford Motor Company	Ford Motor Company
Coyōtl	Coiote
Jim Morrison	Jim Morrison
Ronald Golias	Ronald Golias
Quechquentli	Gravata
Dan Castallaneta	Dan Castellaneta
Anne Brontë	Anne Brontë
GNU	GNU
1820s	Década de 1820
Amazonas (Colombia)	Amazonas (Colômbia)
Heinz-Christian Strache	Heinz-Christian Strache
Francisco Pizarro	Francisco Pizarro
Huēyāltepētl Buenos Aires	Buenos Aires (província)
Catamarca	Catamarca (província)
Tzacuapanyan	Porto (transporte)
Tucuman	Tucumán
Chubut	Chubut (província)
Michhuahqueh	Purépechas
Lino	Linho
Coldplay	Coldplay
The Hound of the Baskervilles	O Cão dos Baskervilles
Coimbra	Coimbra
Tlācanēxquimilli	Fantasma
Migueltzin Huēyahtlapāleh	Miguel (arcanjo)
Tlazōlli	Resíduo sólido
John Cale	John Cale
Mayātēcah	Povos maias
Cihtli	Lebre
Tlāhuīlnāuhmecatl	Baixo elétrico
Sonora	Sonora
Guanajuato	Guanajuato
Osiris	Osíris
Tlani California Huitztlāmpa	Baja California Sur
